order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,total_price
f34fd6ac0a7e90bea64cb88ee0e475c8,8ff3e7037b1a4e96d5dec1f247273ffd,delivered,2018-07-31 19:29:13,2018-08-02 05:15:25,2018-08-02 13:56:00,2018-08-17 16:57:32,2018-08-23 00:00:00,1.0,fbce4c4cb307679d89a3bf3d3bb353b9,c33847515fa6305ce6feb1e818569f13,2018-08-08 05:15:25,149.0,51.33,200.32999999999998
76c4c846aae2dae9e87dfa492c3f5259,8c193b870f6af1254fdbf4bffed544a3,delivered,2018-08-06 14:01:56,2018-08-06 14:10:22,2018-08-06 15:43:00,2018-08-16 16:59:42,2018-08-31 00:00:00,1.0,0bcc3eeca39e1064258aa1e932269894,1f50f920176fa81dab994f9023523100,2018-08-08 14:10:22,49.9,27.52,77.42
93e54e64ecc1adc1d0ac9775dcb64ecc,0b1fc574ab47a7abfdeb3a4109301b03,delivered,2017-09-21 14:22:40,2017-09-21 14:35:27,2017-09-22 18:22:25,2017-09-23 12:58:11,2017-10-06 00:00:00,2.0,02475368dfb38934fe55f574024fe1d7,6560211a19b47992c3666cc44a7e94c0,2017-09-27 14:35:27,29.0,7.78,36.78
a6d6282641341836469627a964ade597,41f52ac8513e661ac4ce7f51f5748356,delivered,2018-01-14 21:00:42,2018-01-14 21:09:28,2018-01-19 17:38:56,2018-01-23 18:55:05,2018-02-08 00:00:00,1.0,5ef700515181623872771a16d1371cd4,a369d693961cb93b61ca2cc518872a85,2018-01-18 21:09:28,67.0,20.87,87.87
5af267e0e81330ccb7db9a0e9bff5075,a6ec03047faf83b7f778f3e0154ad1ec,delivered,2018-06-16 02:19:47,2018-06-16 03:08:35,2018-06-18 14:59:00,2018-06-19 14:03:42,2018-06-29 00:00:00,1.0,98ad26989524a790f1d29686025b6fcc,e5a38146df062edaf55c38afa99e42dc,2018-06-20 03:08:35,109.18,9.51,118.69000000000001
70b75df86796df4d056233068a1712c2,45bbf2eff4f2ac65e54fadd264cddd18,delivered,2017-09-05 19:13:19,2017-09-07 02:44:30,2017-09-08 20:13:45,2017-09-19 17:28:11,2017-09-27 00:00:00,1.0,d7423500e1911ba5972c229b2fb974ca,7299e27ed73d2ad986de7f7c77d919fa,2017-09-13 02:44:30,79.99,15.31,95.3
f47f765aa8145f17ab00798fa7db8c41,7aa1405659e935dd74d52e7232d8299a,delivered,2018-02-27 20:58:09,2018-02-27 21:31:43,2018-02-28 23:25:36,2018-03-05 15:52:03,2018-03-20 00:00:00,2.0,12ad279319eff927d9333b42f3382ff8,0ea22c1cfbdc755f86b9b54b39c16043,2018-03-05 21:31:43,69.9,14.17,84.07000000000001
08448f27d81d804598569621e1fb1d8e,becb241e293e90d1a6c5906ac30ca79f,delivered,2017-11-30 09:48:57,2017-12-02 02:52:09,2017-12-04 21:38:56,2017-12-06 18:29:11,2017-12-19 00:00:00,1.0,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,2017-12-08 02:52:09,56.99,8.72,65.71000000000001
2fd592f3553f88b7489e09179c93f261,13f798d5b61ca9fbce91d7d2732080b1,delivered,2017-10-06 08:55:04,2017-10-07 02:35:24,2017-10-09 16:25:06,2017-10-13 17:54:43,2017-10-30 00:00:00,3.0,ebe8bbf509715e46f138ac98b1cbb12e,4a3ccda38b2129705f3fb522db62ca31,2017-10-13 02:35:24,65.9,11.96,77.86000000000001
e67d0ebb97f45f8b1236cdefef81e212,f9bdb9f083cbc8b7fc9b27a764c7d929,delivered,2018-05-05 22:47:27,2018-05-05 23:10:30,2018-05-12 09:05:00,2018-05-29 15:42:03,2018-06-05 00:00:00,1.0,0f9d4a8cb14c962e53120a6f7a3a215a,2305ab43e846518f58dd9d59f3f54e96,2018-05-09 23:10:30,319.99,17.12,337.11
8f7ebe126fc801255111469be7ff27a7,49ca85db68c41b902bb3e77280c49b42,delivered,2018-01-11 13:20:36,2018-01-11 14:33:03,2018-01-12 23:28:20,2018-01-29 11:48:35,2018-02-06 00:00:00,1.0,fc1d8637c0268af3db482c14b7ef8e75,da8622b14eb17ae2831f4ac5b9dab84a,2018-01-17 14:31:56,149.9,18.3,168.20000000000002
1f940fc941da73865323a8c30e2871f0,5af24a9ac18ec436b4958257b776349b,delivered,2018-08-13 15:13:23,2018-08-13 15:25:14,2018-08-23 09:16:00,2018-08-29 12:30:04,2018-09-03 00:00:00,1.0,a5c703d39e287f5052de9743a0cb2beb,99002261c568a84cce14d43fcffb43ea,2018-08-23 15:25:14,100.0,23.42,123.42
be5d667e97f0b3bd94debc7b946aecd7,932de5979e3351bedd7e46e9864c41b6,delivered,2018-02-26 17:21:41,2018-02-28 09:56:03,2018-03-19 10:11:44,2018-03-19 10:11:48,2018-03-19 00:00:00,1.0,a0b7d5a992ccda646f2d34e418fff5a0,95f83f51203c626648c875dd41874c7f,2018-03-06 09:56:03,69.9,26.11,96.01
badd6d6cf755e89c81ba57457f8aacc9,972056006e048e5851321a1269e1318c,delivered,2017-05-02 12:01:54,2017-05-02 13:05:46,2017-05-02 14:53:56,2017-05-09 14:25:02,2017-06-02 00:00:00,1.0,e9c1abcc7126360336d8f56d49041a8c,679769a98cfcc6da877c8486ff1c13f3,2017-05-08 12:36:43,349.0,22.89,371.89
d9abc12fab04ae2bd6cd0a45a66ca19f,c218529250a07c74ca7097f1ca468751,delivered,2018-05-22 13:25:08,2018-05-22 13:54:48,2018-05-24 15:35:00,2018-06-06 22:52:35,2018-06-13 00:00:00,1.0,fe077ec80df6b4ee60bb4498d5ab1962,87142160b41353c4e5fca2360caf6f92,2018-05-28 13:54:18,135.0,18.83,153.82999999999998
7e61a4c6d93d6ad8a4ca4a8d00094339,ae8dc9a1f298680124ae2dc18e37cb34,delivered,2017-01-29 04:52:16,2017-01-29 08:30:35,2017-02-01 14:51:57,2017-02-09 07:44:51,2017-03-09 00:00:00,3.0,d4ad9721bda56413600c43c11006cb78,6fc26fe110feebd80a433e1f012a84f9,2017-02-04 04:52:16,59.0,3.6,62.6
13664715b6167dfab3eba4d88b3d2c32,44ee5791e81393bc926c1489ba4c9586,delivered,2017-12-11 16:37:22,2017-12-11 16:52:20,2017-12-12 16:43:53,2017-12-18 23:41:57,2018-01-09 00:00:00,1.0,31c8ebd6dc2e12cfd9fde8eeaa32f36a,05d2173d43ea568aa0540eba70d2ca76,2017-12-20 16:52:20,114.38,15.55,129.93
88138c1ad58f2e3eb654cfc1ba222742,edfacba557aa99092bb3d28b74fec87a,delivered,2017-03-23 20:15:11,2017-03-24 18:35:23,2017-03-27 13:34:50,2017-03-31 19:10:06,2017-04-18 00:00:00,1.0,8318a2808212aaad26bcb506a505d45d,44073f8b7e41514de3b7815dd0237f4f,2017-03-30 18:35:23,249.6,18.18,267.78
f5eda0ded77c1293b04c953138c8331d,68f2b37558e27791155db34bcded5ac0,delivered,2017-12-12 19:20:28,2017-12-12 19:32:19,2017-12-20 20:12:42,2017-12-23 17:11:51,2018-01-05 00:00:00,1.0,00088930e925c41fd95ebfe695fd2655,7142540dd4c91e2237acb7e911c4eba2,2017-12-18 19:32:19,129.9,13.93,143.83
d631ccd9440f35c118e56f598ebb0261,24e440e12a72cd7915b6353c325e9305,delivered,2018-03-08 18:54:17,2018-03-08 19:10:27,2018-03-09 19:06:24,2018-03-24 16:44:34,2018-03-28 00:00:00,1.0,d3648df999a7213c708253a32f095b53,4b9750c8ad28220fe6702d4ecb7c898f,2018-03-14 19:10:27,48.9,19.32,68.22
020347f6d056bb4209b3ee4711d25f1a,6ceae544a7b14267290dbaa361e511fb,delivered,2018-07-24 16:36:59,2018-07-26 03:15:18,2018-07-26 14:01:00,2018-08-06 12:36:47,2018-08-16 00:00:00,1.0,06f2166336faca73c644b11eaca22d06,d5ba419e26d246a0719437cf37d9b46d,2018-07-30 03:15:18,105.0,23.89,128.89
b24f4b97e574bf36072e9bd1a8fe042c,dfe6428349699e108327e82801ff912e,delivered,2018-08-14 11:15:33,2018-08-14 11:35:17,2018-08-24 14:51:00,2018-08-27 23:27:39,2018-08-29 00:00:00,1.0,d8a3475446775b8e52583329eaebd38a,87e24fc7052259b1f7f607d61c10d8be,2018-08-24 11:35:17,799.9,12.86,812.76
445e644ce100ddf209bc9fd616d882ae,e3e913ab3cb9ac3f67599e8174260658,delivered,2018-08-08 21:19:23,2018-08-08 21:30:12,2018-08-14 14:02:00,2018-08-15 21:59:43,2018-08-15 00:00:00,1.0,2b301a96f8ae692b3157360f621b658f,269c5fc9fcadee614364c3620c30a1f9,2018-08-14 21:30:12,29.9,7.47,37.37
7b9d2b13802cfc504efc515be768ee0f,908e309daba56744e5547669c5e0aff0,delivered,2018-04-26 07:49:45,2018-04-27 03:51:13,2018-04-27 15:32:00,2018-05-04 20:38:52,2018-05-21 00:00:00,1.0,3bcf64d8d26d6e06bd568d27fe31d8e8,d1c281d3ae149232351cd8c8cc885f0d,2018-05-04 03:51:13,142.99,29.91,172.9
8476e4daac5bcc4adaf4e56af42ce110,77569b8bd05910409af265a9ca0e4cd4,delivered,2018-06-02 20:06:46,2018-06-02 20:29:24,2018-06-04 13:06:00,2018-06-13 16:58:40,2018-07-12 00:00:00,1.0,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2018-06-11 20:29:24,84.9,5.84,90.74000000000001
c298ba9441739fbb485aba00696cb44e,8a3f38933c6e9caee7791fe2441b3c3e,delivered,2017-12-23 11:01:46,2017-12-27 04:14:44,2017-12-27 19:09:44,2018-01-09 20:19:44,2018-02-01 00:00:00,1.0,af263cd25f64b87a292cf71ea42d505a,f262cbc1c910c83959f849465454ddd3,2018-01-03 04:14:44,19.99,17.63,37.62
fc84e4c7eef7e91a7cd081a2f273f5b8,56dfe923d7bf928d0e70a9f696e3fae7,delivered,2017-10-12 20:00:51,2017-10-14 18:36:15,2017-10-17 20:18:37,2017-10-23 21:03:59,2017-11-01 00:00:00,2.0,3eee0fd6b877331481b1ca94b2c77319,f63d8f293af3a6454377546bd9dd19ff,2017-10-19 19:36:15,87.0,16.24,103.24
10d317f53ec8ebed37283a93bfd100c7,2a41fbaadf4e0d10f43b9e859d1c154d,delivered,2017-05-31 17:47:09,2017-05-31 18:02:29,2017-06-01 13:06:16,2017-06-07 09:14:29,2017-06-27 00:00:00,1.0,d3d10495159bcc41173e3d26a273529a,0bae85eb84b9fb3bd773911e89288d54,2017-06-06 18:02:29,48.65,35.84,84.49000000000001
52077492551466732827ca46228dcc1e,201a4e49186cd822d3584d9553b76f91,delivered,2018-06-15 10:01:49,2018-06-15 10:18:33,2018-06-15 13:18:00,2018-06-21 16:22:39,2018-07-13 00:00:00,1.0,783caabd539c4079ec08423e30719fba,955fee9216a65b617aa5c0531780ce60,2018-06-19 10:18:33,29.0,15.3,44.3
af37018fa60dd6b208ca5c88052cffee,5e4f709a4a624c0ebc1c53a2e3ba7c80,delivered,2018-02-01 21:50:26,2018-02-02 16:09:01,2018-02-05 18:48:28,2018-02-16 19:36:51,2018-03-16 00:00:00,1.0,09b2a4f1ce3561a6562ffdccc0ca7c18,d91fb3b7d041e83b64a00a3edfb37e4f,2018-02-08 16:09:01,78.65,40.94,119.59
bbd63ef30a5e6276e5353d5736b8bd21,0af639cd64d4187391e1dfe23890b54e,delivered,2018-01-22 00:17:46,2018-01-22 14:05:00,2018-01-23 20:07:49,2018-01-31 13:35:30,2018-02-14 00:00:00,1.0,78f4d68e23999ab9ed8c249e3662e132,20d83f3ef0e6925fd74bfd59170babf7,2018-01-26 14:05:00,69.9,14.24,84.14
f179e0782e0180bc2ec9ce167d4cf245,fd7bd7bf90e739374de93e267e197779,delivered,2017-12-05 09:03:19,2017-12-06 02:35:39,2017-12-11 12:49:54,2017-12-20 15:39:10,2017-12-29 00:00:00,4.0,fff0a542c3c62682f23305214eaeaa24,08d2d642cf72b622b14dde1d2f5eb2f5,2017-12-12 02:35:39,7.5,16.11,23.61
cf6264c37c96bc0cf63ebd0f9fba45da,4577f6d82b9291135c729578c39029bb,delivered,2017-02-12 14:42:48,2017-02-13 14:45:20,2017-02-17 07:43:46,2017-02-22 16:39:55,2017-03-14 00:00:00,2.0,1cf0c9095608952cb1c65c4789946375,b2ba3715d723d245138f291a6fe42594,2017-02-16 14:42:48,39.9,14.52,54.42
9f6bea24fd370c2775d47a3525a4c534,d88f168f45b0a2c1acf6f1bb3bc37e0c,delivered,2018-06-04 15:02:34,2018-06-04 15:15:24,2018-06-25 15:20:00,2018-07-03 21:28:01,2018-07-30 00:00:00,1.0,b343cce43d6f08fe602d2892b106ad59,5058e8c1e82653974541e83690655b4a,2018-06-26 15:15:24,119.99,24.23,144.22
bcd3f65a42c31d80afe51626263a8644,f95dec2dd92f1caa88e67cc83927b868,delivered,2018-05-22 23:23:23,2018-05-22 23:36:24,2018-05-29 07:16:00,2018-06-08 23:44:53,2018-06-27 00:00:00,1.0,89b121bee266dcd25688a1ba72eefb61,2eb70248d66e0e3ef83659f71b244378,2018-06-03 23:36:24,79.9,18.44,98.34
40f263da2fff3c6d39ed98ff3700546b,6ce22bdc14d3764795a53811003ec29f,delivered,2017-09-21 16:50:56,2017-09-21 17:06:05,2017-09-22 15:48:49,2017-10-03 21:02:40,2017-10-25 00:00:00,1.0,3bbacbe586e957acbf26c63b3ed532a3,729f06993dac8e860d4f02d7088ca48a,2017-09-27 17:06:05,144.9,21.5,166.4
10990e23642104aa4b9308fbf816611b,5a512cfde6072587451f1ca086a65b86,delivered,2017-02-05 20:20:12,2017-02-07 03:42:40,2017-02-07 09:03:02,2017-02-10 13:24:09,2017-03-01 00:00:00,1.0,2a4147c2b7b63a57aba916e6a5a03493,b1aaae6b66ad3c40f54b389d7ea4bee0,2017-02-09 20:20:12,51.0,8.73,59.730000000000004
07629443859f99dfac4443b102f31ead,62a8b4a0d10a8fa0f5c34059b7758859,delivered,2018-08-20 18:55:21,2018-08-20 19:29:52,2018-08-22 06:06:00,2018-08-27 18:42:05,2018-09-11 00:00:00,1.0,0103208eb1ea5a1a7359c0251a65e37a,9c4d31c7e46ab03a43fc06e3142afd4e,2018-08-24 19:29:52,759.9,32.27,792.17
12a9a890cc3d7680ca149fd16535fb69,b08b1d914afbe92145d57379083eb6b8,delivered,2018-03-01 09:43:10,2018-03-02 09:49:10,2018-03-02 21:04:56,2018-03-05 19:34:23,2018-03-13 00:00:00,1.0,111110604c6d3718f07e26dbff3d46bc,9674754b5a0cb32b638cec001178f799,2018-03-08 09:49:10,76.9,9.35,86.25
e776adc60e8c76f0cd807332525d8cd1,6f998e4791812987e4aab0d0a8057ff3,delivered,2018-05-26 14:54:20,2018-05-26 15:11:15,2018-05-28 11:13:00,2018-06-15 16:41:33,2018-07-23 00:00:00,1.0,76eb799b655cf6ad3354a092e11246dd,eb5b6204dde3a6e03b5f1bb8479f055b,2018-06-04 15:11:15,36.79,37.04,73.83
1a0bb7fae90bbf7880d299f24698fd23,4b0d895315b8db8289d92f789ea5fbf8,delivered,2017-08-05 09:49:33,2017-08-05 10:03:56,2017-08-08 19:25:02,2017-08-17 17:03:49,2017-09-04 00:00:00,1.0,6843fcf2daa799e469f08d9ded452d01,75d34ebb1bd0bd7dde40dd507b8169c3,2017-08-10 10:03:56,79.99,25.84,105.83
e1872a0261b0767b2c8a63400bfe505a,0b8f3578fcafc95887db21db6e68a9f1,delivered,2018-03-19 10:05:55,2018-03-19 10:27:14,2018-03-20 17:04:10,2018-04-10 16:47:44,2018-04-11 00:00:00,1.0,81dba264e2c91829b19c58fa6eb33072,77530e9772f57a62c906e1c21538ab82,2018-03-23 10:27:14,49.0,29.38,78.38
fad816458419d971cf858054b4482acc,9ec488daa0d155f091d5c35097785238,delivered,2018-01-16 12:40:56,2018-01-16 12:52:08,2018-01-19 20:03:53,2018-01-29 22:46:52,2018-02-14 00:00:00,1.0,45e967683e7292b195609137fadaf2fe,6a8b085f816a1f75f92dbac6eb545f8f,2018-01-22 12:52:08,49.9,15.1,65.0
ea6de7eb6a7e8b6c49c41fe6bbd4e6e8,06293b07f2a65667ea6eca6eb2e0f25f,delivered,2018-01-09 08:20:46,2018-01-09 13:11:22,2018-01-10 18:10:56,2018-01-15 17:42:55,2018-02-01 00:00:00,1.0,62ad9a8972411e333e16347051a98e2a,582d4f8675b945722eda7c0cb61ba4c7,2018-01-15 13:11:22,19.99,11.85,31.839999999999996
3704d17afc13e380638fecad7d62950b,9abeef2af5c5ee50b19526deb79ab09d,delivered,2017-12-12 22:24:54,2017-12-12 22:35:46,2017-12-19 17:35:35,2017-12-22 17:08:05,2017-12-29 00:00:00,1.0,e57eb018e37376580079825eb29a3419,b1fc4f64df5a0e8b6913ab38803c57a9,2017-12-18 22:35:46,80.0,7.98,87.98
93fb48040a1df3db761491d59e233194,0b7406034474b610ba8efec701338267,delivered,2017-04-23 21:29:36,2017-04-23 21:42:21,2017-04-24 13:24:13,2017-04-27 13:58:27,2017-05-22 00:00:00,1.0,bb37569636d7c7aa19026a419e36bb2a,744dac408745240a2c2528fb1b6028f3,2017-04-27 21:42:21,239.0,15.84,254.84
081dff6255d4b75937a72577339b2728,8c4dbeee7cb11dc1f6ab09d05aec9e58,delivered,2018-03-13 14:21:08,2018-03-13 14:35:38,2018-03-14 17:48:57,2018-03-17 02:26:53,2018-03-23 00:00:00,2.0,26c6145c9687019a428467c8852ae36b,ffad1e7127fb622cb64a900751590acd,2018-03-19 14:31:43,17.8,8.64,26.44
c7a07ddd52bbe18b61da49a8d89853d3,1107a610c5e1caae0ff024795cdefb73,delivered,2018-07-13 10:33:48,2018-07-13 10:45:11,2018-07-26 11:49:00,2018-07-31 22:48:52,2018-08-15 00:00:00,1.0,97c948ebc8c04b26b7bbb095d4228f2a,17f51e7198701186712e53a39c564617,2018-07-31 10:45:11,1050.0,322.1,1372.1
07acf8d0ac910602fc85e7355a386ba0,e6dd4b9e48d7f34244ef531a9a604e2b,delivered,2018-01-16 14:14:41,2018-01-16 14:30:23,2018-01-17 21:48:52,2018-01-27 14:33:33,2018-02-09 00:00:00,1.0,8c591ab0ca519558779df02023177f44,a1043bafd471dff536d0c462352beb48,2018-01-22 14:30:23,120.0,45.3,165.3
0b0809b2b64511c62fb745fb8b465cc9,56d6082f14bf0030bbc257ee81aaed82,delivered,2018-07-01 17:47:38,2018-07-01 17:55:13,2018-07-04 14:34:00,2018-07-06 17:22:09,2018-07-24 00:00:00,1.0,cc5c6bf704a4b642e8964b5b2dcdb0da,ab27bbbad5239bc31a34709275a70db4,2018-07-05 17:55:13,33.9,12.9,46.8
da2b32b5cba4b3531361fdc197a11c74,ffdf82f47307e5b56f341a499bd268c6,delivered,2018-04-28 15:43:17,2018-04-28 15:55:17,2018-04-30 15:41:00,2018-05-03 14:57:49,2018-05-25 00:00:00,1.0,28dc766929435d5a8555ce85e2f82667,6e4f5ff6b086632ba8dcb558fb10249e,2018-05-04 15:55:17,131.0,44.5,175.5
40c6a2db0ce06b7ed796a48b20206c92,46c56c11259668f72547b0c457cf5ede,delivered,2017-11-24 13:37:20,2017-11-24 16:16:06,2018-01-04 21:21:33,2018-01-11 19:10:14,2017-12-18 00:00:00,1.0,f09f6223e88af7f6de46dec6a437458b,54965bbe3e4f07ae045b90b0b8541f52,2017-11-30 16:16:06,79.9,21.34,101.24000000000001
cf35cf6763e0db30babc4885c3b2596f,69fc9694382814714406da71406d676c,delivered,2018-01-11 00:48:01,2018-01-11 01:08:14,2018-01-17 20:26:25,2018-01-29 20:14:49,2018-02-09 00:00:00,1.0,6d5172990dbf91301b99da2fc11c9609,b2ba3715d723d245138f291a6fe42594,2018-01-17 01:08:14,39.9,17.6,57.5
b08f7ce910570d89714767d4610943b0,a513a3299be4497003e220b158d68735,delivered,2018-03-08 17:17:45,2018-03-08 18:20:32,2018-03-09 20:11:54,2018-04-06 18:23:15,2018-03-28 00:00:00,1.0,2cd4861a56a6f98288e0281e47f4b1d5,4a3ca9315b744ce9f8e9374361493884,2018-03-14 17:38:05,422.0,46.53,468.53
5381727270fcf411f98509c7462ea3e6,747273f8933ca373ed0b2640610e56e8,delivered,2017-12-07 17:58:26,2017-12-07 18:12:09,2017-12-12 15:08:55,2017-12-18 13:44:38,2018-01-05 00:00:00,1.0,8cef0a48dd6a31a4da7683d1f35d8925,d94a40fd42351c259927028d163af842,2017-12-13 18:12:09,129.0,25.74,154.74
5e8c030bf29e47b0ad1f3d21299793cf,4a0937eb670ba58a486842387438e5ae,delivered,2018-08-10 17:15:09,2018-08-10 17:25:18,2018-08-13 12:48:00,2018-08-16 21:51:38,2018-08-24 00:00:00,1.0,b19a2365309dfdd579a0383bfbe17416,1da3aeb70d7989d1e6d9b0e887f97c23,2018-08-16 17:25:18,19.99,18.24,38.23
2cfc25c768542047dde9549da3f65fa8,e621c805f6e84be0117cc09ee0187667,delivered,2018-01-08 16:54:27,2018-01-08 17:06:28,2018-01-11 00:35:48,2018-01-17 17:33:58,2018-02-06 00:00:00,1.0,74ae869eb82594d9cbe6e934cf143e0c,ea8482cd71df3c1969d7b9473ff13abc,2018-01-12 17:06:28,39.99,15.1,55.09
9fdfd76c6631b340c3b923669191ef8e,722a4377c1aeb96d9e49b887e383fe15,delivered,2018-05-23 23:20:09,2018-05-25 02:55:09,2018-06-04 13:45:00,2018-06-11 13:32:14,2018-06-25 00:00:00,1.0,41db6d8062fcd38410c699743ccc0265,92eb0f42c21942b6552362b9b114707d,2018-06-01 02:55:09,13.77,18.23,32.0
e5b8b27e1436ae108e5e2712a22c0033,bbfcb80281d72b0f7b1948d4da74c0fb,delivered,2018-04-22 13:59:05,2018-04-24 19:24:11,2018-04-24 23:48:40,2018-04-27 16:58:56,2018-05-15 00:00:00,1.0,1fb344134cd7164d32dea4d87ba3ec5a,23c38debaffe4a25a30fdbd9b586a13f,2018-04-30 03:31:54,120.0,13.28,133.28
3ab3084e2fd91af8e021237e7bf08cac,c95bf8324acec8d3f6554af904fc4af1,delivered,2018-07-18 10:59:37,2018-07-20 04:45:17,2018-07-25 14:57:00,2018-07-30 20:32:52,2018-08-08 00:00:00,1.0,0c71252f37443403376d2008034a7240,70c27847eca8195c983ed7e798c56743,2018-07-30 04:45:17,107.99,15.86,123.85
f09afa8a9cfcfba64cb18282881fe509,9c86f05a667e70dbf3bc34004eaa113d,delivered,2018-08-12 11:04:12,2018-08-12 11:24:18,2018-08-13 12:03:00,2018-08-27 16:54:33,2018-09-12 00:00:00,1.0,0a407038cdb51df51fa8d01c54fa05f0,3ab971ce71839580d2ae5b4e40fe8044,2018-08-16 11:24:18,119.9,68.99,188.89
e8d2e0f8055b8badf48ce825cb6b6f35,0e873716c057fe586b192e45bd718ef8,delivered,2018-04-27 13:07:56,2018-04-27 13:30:36,2018-04-27 15:03:00,2018-05-02 23:54:42,2018-05-14 00:00:00,1.0,864bcc07e87ab81710031595fff68671,f181738b150df1f37cb0bd72e705b193,2018-05-04 13:30:36,14.9,7.39,22.29
